po_id,po_line_id,po_created_date,vendor_id,erp_sku_code,center_id,ordered_qty,confirmed_qty,promised_delivery_date,po_status,cancelled_qty,last_updated_at
PO000916,001,2025-04-02,V005,ERP-I00026,FC_DONGTAN,156,154,2025-04-08,Open,2,2025-04-09 02:00:00
PO000941,001,2025-04-02,V004,ERP-I00027,MFC_GANGNAM,144,119,2025-04-14,Partial,25,2025-04-17 02:00:00
PO000952,001,2025-04-02,V004,ERP-I00027,FC_DONGTAN,312,290,2025-04-14,Partial,22,2025-04-21 02:00:00
PO001000,001,2025-04-02,V004,ERP-I00028,FC_INCHEON,204,167,2025-04-14,Partial,37,2025-04-23 02:00:00
PO001012,001,2025-04-02,V005,ERP-I00029,MFC_GANGNAM,60,58,2025-04-08,Closed,2,2025-04-07 02:00:00
PO001038,001,2025-04-02,V005,ERP-I00029,FC_INCHEON,84,84,2025-04-08,Partial,0,2025-04-10 02:00:00
PO001051,001,2025-04-02,V004,ERP-I00030,MFC_GANGNAM,72,59,2025-04-14,Closed,13,2025-04-20 02:00:00
PO001063,001,2025-04-02,V004,ERP-I00030,FC_DONGTAN,120,115,2025-04-14,Partial,5,2025-04-17 02:00:00
PO001076,001,2025-04-02,V004,ERP-I00030,FC_INCHEON,96,84,2025-04-14,Partial,12,2025-04-14 02:00:00
PO001112,001,2025-04-02,V005,ERP-I00031,FC_INCHEON,192,183,2025-04-08,Partial,9,2025-04-09 02:00:00
PO001169,001,2025-04-02,V009,ERP-I00033,FC_DONGTAN,66,63,2025-04-26,Partial,3,2025-05-02 02:00:00
PO001189,001,2025-04-02,V008,ERP-I00034,MFC_GANGNAM,144,116,2025-05-07,Partial,28,2025-05-21 02:00:00
PO001223,001,2025-04-02,V009,ERP-I00035,MFC_GANGNAM,48,45,2025-04-26,Closed,3,2025-05-03 02:00:00
PO001272,001,2025-04-02,V009,ERP-I00036,FC_DONGTAN,72,71,2025-04-26,Partial,1,2025-05-09 02:00:00
PO001319,001,2025-04-02,V009,ERP-I00037,FC_INCHEON,72,71,2025-04-26,Closed,1,2025-04-25 02:00:00
PO001331,001,2025-04-02,V009,ERP-I00038,MFC_GANGNAM,42,41,2025-04-26,Closed,1,2025-04-30 02:00:00
PO001343,001,2025-04-02,V009,ERP-I00038,FC_DONGTAN,72,69,2025-04-26,Partial,3,2025-05-03 02:00:00
PO000005,001,2025-04-28,V006,ERP-I00001,MFC_GANGNAM,78,73,2025-05-26,Partial,5,2025-06-07 02:00:00
PO000029,001,2025-04-28,V006,ERP-I00001,FC_INCHEON,90,84,2025-05-26,Closed,6,2025-05-24 02:00:00
PO000065,001,2025-04-28,V002,ERP-I00002,FC_INCHEON,120,107,2025-05-08,Partial,13,2025-05-18 02:00:00
PO000078,001,2025-04-28,V002,ERP-I00003,MFC_GANGNAM,168,154,2025-05-08,Closed,14,2025-05-11 02:00:00
PO000101,001,2025-04-28,V002,ERP-I00003,FC_INCHEON,186,154,2025-05-08,Partial,32,2025-05-12 02:00:00
PO000217,001,2025-04-28,V001,ERP-I00007,MFC_GANGNAM,144,141,2025-05-05,Closed,3,2025-05-04 02:00:00
PO000229,001,2025-04-28,V001,ERP-I00007,FC_DONGTAN,288,276,2025-05-05,Closed,12,2025-05-05 02:00:00
PO000253,001,2025-04-28,V001,ERP-I00008,MFC_GANGNAM,174,173,2025-05-05,Partial,1,2025-05-04 02:00:00
PO000265,001,2025-04-28,V001,ERP-I00008,FC_DONGTAN,312,310,2025-05-05,Partial,2,2025-05-07 02:00:00
PO000436,001,2025-04-28,V003,ERP-I00013,MFC_GANGNAM,90,85,2025-05-06,Partial,5,2025-05-08 02:00:00
PO000474,001,2025-04-28,V007,ERP-I00014,MFC_GANGNAM,72,54,2025-06-09,Partial,18,2025-06-16 02:00:00
PO000486,001,2025-04-28,V007,ERP-I00014,FC_DONGTAN,96,70,2025-06-09,Closed,26,2025-06-28 02:00:00
PO000498,001,2025-04-28,V007,ERP-I00014,FC_INCHEON,72,44,2025-06-09,Closed,28,2025-06-25 02:00:00
PO000577,001,2025-04-28,V007,ERP-I00017,MFC_GANGNAM,144,93,2025-06-09,Partial,51,2025-06-22 02:00:00
PO000625,001,2025-04-28,V003,ERP-I00018,FC_DONGTAN,192,186,2025-05-06,Closed,6,2025-05-08 02:00:00
PO000638,001,2025-04-28,V003,ERP-I00018,FC_INCHEON,108,102,2025-05-06,Open,6,2025-05-05 02:00:00
PO000662,001,2025-04-28,V003,ERP-I00019,FC_DONGTAN,216,205,2025-05-06,Partial,11,2025-05-06 02:00:00
PO000687,001,2025-04-28,V003,ERP-I00020,MFC_GANGNAM,96,93,2025-05-06,Open,3,2025-05-07 02:00:00
PO000700,001,2025-04-28,V003,ERP-I00020,FC_DONGTAN,144,140,2025-05-06,Partial,4,2025-05-17 02:00:00
PO000724,001,2025-04-28,V005,ERP-I00021,MFC_GANGNAM,162,158,2025-05-04,Closed,4,2025-05-06 02:00:00
PO000736,001,2025-04-28,V005,ERP-I00021,FC_DONGTAN,270,268,2025-05-04,Closed,2,2025-05-06 02:00:00
PO000761,001,2025-04-28,V004,ERP-I00022,MFC_GANGNAM,96,0,2025-05-10,Cancelled,96,2025-04-29 00:00:00
PO000810,001,2025-04-28,V004,ERP-I00023,FC_DONGTAN,270,252,2025-05-10,Closed,18,2025-05-16 02:00:00
PO000821,001,2025-04-28,V004,ERP-I00023,FC_INCHEON,174,153,2025-05-10,Partial,21,2025-05-14 02:00:00
PO000868,001,2025-04-28,V004,ERP-I00025,MFC_GANGNAM,96,84,2025-05-10,Closed,12,2025-05-14 02:00:00
PO000892,001,2025-04-28,V004,ERP-I00025,FC_INCHEON,96,82,2025-05-10,Partial,14,2025-05-14 02:00:00
PO000904,001,2025-04-28,V005,ERP-I00026,MFC_GANGNAM,96,95,2025-05-04,Partial,1,2025-05-06 02:00:00
PO001001,001,2025-04-28,V004,ERP-I00028,FC_INCHEON,156,126,2025-05-10,Partial,30,2025-05-16 02:00:00
PO001013,001,2025-04-28,V005,ERP-I00029,MFC_GANGNAM,72,71,2025-05-04,Closed,1,2025-05-06 02:00:00
PO001039,001,2025-04-28,V005,ERP-I00029,FC_INCHEON,78,73,2025-05-04,Closed,5,2025-05-03 02:00:00
PO001052,001,2025-04-28,V004,ERP-I00030,MFC_GANGNAM,72,62,2025-05-10,Partial,10,2025-05-15 02:00:00
PO001064,001,2025-04-28,V004,ERP-I00030,FC_DONGTAN,120,108,2025-05-10,Closed,12,2025-05-09 02:00:00
PO001090,001,2025-04-28,V005,ERP-I00031,MFC_GANGNAM,144,141,2025-05-04,Closed,3,2025-05-06 02:00:00
PO001170,001,2025-04-28,V009,ERP-I00033,FC_DONGTAN,66,63,2025-05-22,Closed,3,2025-05-27 02:00:00
PO001273,001,2025-04-28,V009,ERP-I00036,FC_DONGTAN,78,78,2025-05-22,Closed,0,2025-05-29 02:00:00
PO001297,001,2025-04-28,V009,ERP-I00037,MFC_GANGNAM,66,63,2025-05-22,Closed,3,2025-06-03 02:00:00
PO001344,001,2025-04-28,V009,ERP-I00038,FC_DONGTAN,66,63,2025-05-22,Closed,3,2025-06-05 02:00:00
PO001356,001,2025-04-28,V009,ERP-I00038,FC_INCHEON,42,41,2025-05-22,Closed,1,2025-06-04 02:00:00
PO001368,001,2025-04-28,V005,ERP-I00039,MFC_GANGNAM,66,64,2025-05-04,Closed,2,2025-05-05 02:00:00
PO001381,001,2025-04-28,V005,ERP-I00039,FC_DONGTAN,126,118,2025-05-04,Closed,8,2025-05-04 02:00:00
PO001394,001,2025-04-28,V005,ERP-I00039,FC_INCHEON,102,100,2025-05-04,Closed,2,2025-05-04 02:00:00
PO001419,001,2025-04-28,V005,ERP-I00040,FC_DONGTAN,72,68,2025-05-04,Partial,4,2025-05-12 02:00:00
PO000018,001,2025-04-29,V006,ERP-I00001,FC_DONGTAN,138,117,2025-05-27,Closed,21,2025-06-02 02:00:00
PO000042,001,2025-04-29,V002,ERP-I00002,MFC_GANGNAM,120,116,2025-05-09,Closed,4,2025-05-10 02:00:00
PO000054,001,2025-04-29,V002,ERP-I00002,FC_DONGTAN,144,127,2025-05-09,Closed,17,2025-05-15 02:00:00
PO000113,001,2025-04-29,V006,ERP-I00004,MFC_GANGNAM,156,133,2025-05-27,Partial,23,2025-05-25 02:00:00
PO000160,001,2025-04-29,V001,ERP-I00005,FC_DONGTAN,372,372,2025-05-06,Partial,0,2025-05-08 02:00:00
PO000171,001,2025-04-29,V001,ERP-I00005,FC_INCHEON,222,211,2025-05-06,Partial,11,2025-05-07 02:00:00
PO000205,001,2025-04-29,V002,ERP-I00006,FC_INCHEON,204,189,2025-05-09,Partial,15,2025-05-10 02:00:00
PO000277,001,2025-04-29,V001,ERP-I00008,FC_INCHEON,264,255,2025-05-06,Partial,9,2025-05-08 02:00:00
PO000326,001,2025-04-29,V002,ERP-I00010,MFC_GANGNAM,168,152,2025-05-09,Closed,16,2025-05-14 02:00:00
PO000339,001,2025-04-29,V002,ERP-I00010,FC_DONGTAN,366,339,2025-05-09,Closed,27,2025-05-10 02:00:00
PO000365,001,2025-04-29,V003,ERP-I00011,MFC_GANGNAM,42,41,2025-05-07,Closed,1,2025-05-06 02:00:00
PO000390,001,2025-04-29,V003,ERP-I00011,FC_INCHEON,54,52,2025-05-07,Partial,2,2025-05-07 02:00:00
PO000423,001,2025-04-29,V007,ERP-I00012,FC_INCHEON,168,143,2025-06-10,Closed,25,2025-07-01 02:00:00
PO000449,001,2025-04-29,V003,ERP-I00013,FC_DONGTAN,138,134,2025-05-07,Partial,4,2025-05-09 02:00:00
PO000462,001,2025-04-29,V003,ERP-I00013,FC_INCHEON,108,104,2025-05-07,Closed,4,2025-05-09 02:00:00
PO000509,001,2025-04-29,V007,ERP-I00015,MFC_GANGNAM,168,127,2025-06-10,Partial,41,2025-06-28 02:00:00
PO000532,001,2025-04-29,V007,ERP-I00015,FC_INCHEON,216,178,2025-06-10,Partial,38,2025-07-05 02:00:00
PO000542,001,2025-04-29,V007,ERP-I00016,MFC_GANGNAM,72,61,2025-06-10,Partial,11,2025-07-05 02:00:00
PO000589,001,2025-04-29,V007,ERP-I00017,FC_DONGTAN,192,155,2025-06-10,Partial,37,2025-06-10 02:00:00
PO000600,001,2025-04-29,V007,ERP-I00017,FC_INCHEON,144,91,2025-06-10,Partial,53,2025-06-07 02:00:00
PO000612,001,2025-04-29,V003,ERP-I00018,MFC_GANGNAM,84,79,2025-05-07,Partial,5,2025-05-07 02:00:00
PO000774,001,2025-04-29,V004,ERP-I00022,FC_DONGTAN,168,158,2025-05-11,Partial,10,2025-05-13 02:00:00
PO000832,001,2025-04-29,V004,ERP-I00024,MFC_GANGNAM,120,95,2025-05-11,Closed,25,2025-05-16 02:00:00
PO000856,001,2025-04-29,V004,ERP-I00024,FC_INCHEON,114,104,2025-05-11,Partial,10,2025-05-17 02:00:00
PO000879,001,2025-04-29,V004,ERP-I00025,FC_DONGTAN,144,0,2025-05-11,Cancelled,144,2025-04-30 00:00:00
PO000942,001,2025-04-29,V004,ERP-I00027,MFC_GANGNAM,138,114,2025-05-11,Closed,24,2025-05-26 02:00:00
PO000977,001,2025-04-29,V004,ERP-I00028,MFC_GANGNAM,144,119,2025-05-11,Partial,25,2025-05-10 02:00:00
PO001101,001,2025-04-29,V005,ERP-I00031,FC_DONGTAN,264,262,2025-05-05,Closed,2,2025-05-04 02:00:00
PO001124,001,2025-04-29,V008,ERP-I00032,MFC_GANGNAM,126,107,2025-06-03,Partial,19,2025-06-15 02:00:00
PO001158,001,2025-04-29,V009,ERP-I00033,MFC_GANGNAM,36,34,2025-05-23,Partial,2,2025-06-01 02:00:00
PO001224,001,2025-04-29,V009,ERP-I00035,MFC_GANGNAM,48,47,2025-05-23,Closed,1,2025-05-26 02:00:00
PO001236,001,2025-04-29,V009,ERP-I00035,FC_DONGTAN,72,69,2025-05-23,Closed,3,2025-05-22 02:00:00
PO001261,001,2025-04-29,V009,ERP-I00036,MFC_GANGNAM,42,40,2025-05-23,Closed,2,2025-05-27 02:00:00
PO001286,001,2025-04-29,V009,ERP-I00036,FC_INCHEON,54,54,2025-05-23,Closed,0,2025-05-24 02:00:00
PO001429,001,2025-04-29,V005,ERP-I00040,FC_INCHEON,72,69,2025-05-05,Closed,3,2025-05-04 02:00:00
PO000090,001,2025-04-30,V002,ERP-I00003,FC_DONGTAN,288,246,2025-05-10,Partial,42,2025-05-16 02:00:00
PO000125,001,2025-04-30,V006,ERP-I00004,FC_DONGTAN,252,223,2025-05-28,Partial,29,2025-06-05 02:00:00
PO000194,001,2025-04-30,V002,ERP-I00006,FC_DONGTAN,360,342,2025-05-10,Partial,18,2025-05-10 02:00:00
PO000241,001,2025-04-30,V001,ERP-I00007,FC_INCHEON,144,144,2025-05-07,Closed,0,2025-05-08 02:00:00
PO000290,001,2025-04-30,V001,ERP-I00009,MFC_GANGNAM,216,206,2025-05-07,Closed,10,2025-05-18 02:00:00
PO000303,001,2025-04-30,V001,ERP-I00009,FC_DONGTAN,432,418,2025-05-07,Closed,14,2025-05-14 02:00:00
PO000316,001,2025-04-30,V001,ERP-I00009,FC_INCHEON,240,238,2025-05-07,Closed,2,2025-05-09 02:00:00
PO000352,001,2025-04-30,V002,ERP-I00010,FC_INCHEON,252,223,2025-05-10,Partial,29,2025-05-09 02:00:00
PO000378,001,2025-04-30,V003,ERP-I00011,FC_DONGTAN,72,72,2025-05-08,Closed,0,2025-05-10 02:00:00
PO000411,001,2025-04-30,V007,ERP-I00012,FC_DONGTAN,312,231,2025-06-11,Closed,81,2025-07-01 02:00:00
PO000554,001,2025-04-30,V007,ERP-I00016,FC_DONGTAN,96,78,2025-06-11,Partial,18,2025-07-14 02:00:00
PO000565,001,2025-04-30,V007,ERP-I00016,FC_INCHEON,72,61,2025-06-11,Partial,11,2025-06-13 02:00:00
PO000650,001,2025-04-30,V003,ERP-I00019,MFC_GANGNAM,108,101,2025-05-08,Closed,7,2025-05-09 02:00:00
PO000674,001,2025-04-30,V003,ERP-I00019,FC_INCHEON,120,117,2025-05-08,Partial,3,2025-05-09 02:00:00
PO000748,001,2025-04-30,V005,ERP-I00021,FC_INCHEON,162,153,2025-05-06,Closed,9,2025-05-08 02:00:00
PO000787,001,2025-04-30,V004,ERP-I00022,FC_INCHEON,96,90,2025-05-12,Closed,6,2025-05-14 02:00:00
PO000917,001,2025-04-30,V005,ERP-I00026,FC_DONGTAN,156,149,2025-05-06,Closed,7,2025-05-07 02:00:00
PO000930,001,2025-04-30,V005,ERP-I00026,FC_INCHEON,120,116,2025-05-06,Closed,4,2025-05-05 02:00:00
PO000964,001,2025-04-30,V004,ERP-I00027,FC_INCHEON,168,149,2025-05-12,Partial,19,2025-05-13 02:00:00
PO001026,001,2025-04-30,V005,ERP-I00029,FC_DONGTAN,114,109,2025-05-06,Partial,5,2025-05-08 02:00:00
PO001077,001,2025-04-30,V004,ERP-I00030,FC_INCHEON,96,92,2025-05-12,Closed,4,2025-05-12 02:00:00
PO001113,001,2025-04-30,V005,ERP-I00031,FC_INCHEON,168,167,2025-05-06,Closed,1,2025-05-06 02:00:00
PO001136,001,2025-04-30,V008,ERP-I00032,FC_DONGTAN,240,195,2025-06-04,Closed,45,2025-06-14 02:00:00
PO001181,001,2025-04-30,V009,ERP-I00033,FC_INCHEON,42,40,2025-05-24,Partial,2,2025-06-01 02:00:00
PO001201,001,2025-04-30,V008,ERP-I00034,FC_DONGTAN,192,167,2025-06-04,Closed,25,2025-06-04 02:00:00
PO001211,001,2025-04-30,V008,ERP-I00034,FC_INCHEON,120,104,2025-06-04,Partial,16,2025-06-10 02:00:00
PO001248,001,2025-04-30,V009,ERP-I00035,FC_INCHEON,48,46,2025-05-24,Partial,2,2025-05-27 02:00:00
PO001320,001,2025-04-30,V009,ERP-I00037,FC_INCHEON,78,77,2025-05-24,Closed,1,2025-05-26 02:00:00
PO001332,001,2025-04-30,V009,ERP-I00038,MFC_GANGNAM,36,35,2025-05-24,Open,1,2025-05-31 02:00:00
PO001406,001,2025-04-30,V005,ERP-I00040,MFC_GANGNAM,48,45,2025-05-06,Closed,3,2025-05-08 02:00:00
PO000006,001,2025-05-26,V006,ERP-I00001,MFC_GANGNAM,66,56,2025-06-23,Closed,10,2025-06-30 02:00:00
PO000043,001,2025-05-26,V002,ERP-I00002,MFC_GANGNAM,120,112,2025-06-05,Partial,8,2025-06-09 02:00:00
PO000055,001,2025-05-26,V002,ERP-I00002,FC_DONGTAN,168,157,2025-06-05,Closed,11,2025-06-08 02:00:00
PO000137,001,2025-05-26,V006,ERP-I00004,FC_INCHEON,180,160,2025-06-23,Closed,20,2025-06-30 02:00:00
PO000148,001,2025-05-26,V001,ERP-I00005,MFC_GANGNAM,174,169,2025-06-02,Closed,5,2025-06-01 02:00:00
PO000206,001,2025-05-26,V002,ERP-I00006,FC_INCHEON,222,192,2025-06-05,Closed,30,2025-06-09 02:00:00
PO000242,001,2025-05-26,V001,ERP-I00007,FC_INCHEON,192,187,2025-06-02,Closed,5,2025-06-02 02:00:00
PO000278,001,2025-05-26,V001,ERP-I00008,FC_INCHEON,264,264,2025-06-02,Partial,0,2025-06-01 02:00:00
PO000304,001,2025-05-26,V001,ERP-I00009,FC_DONGTAN,336,320,2025-06-02,Closed,16,2025-06-04 02:00:00
PO000379,001,2025-05-26,V003,ERP-I00011,FC_DONGTAN,72,69,2025-06-03,Open,3,2025-06-04 02:00:00
PO000487,001,2025-05-26,V007,ERP-I00014,FC_DONGTAN,84,55,2025-07-07,Closed,29,2025-07-14 02:00:00
PO000510,001,2025-05-26,V007,ERP-I00015,MFC_GANGNAM,192,158,2025-07-07,Partial,34,2025-07-14 02:00:00
PO000522,001,2025-05-26,V007,ERP-I00015,FC_DONGTAN,372,297,2025-07-07,Closed,75,2025-07-14 02:00:00
PO000543,001,2025-05-26,V007,ERP-I00016,MFC_GANGNAM,72,45,2025-07-07,Partial,27,2025-08-02 02:00:00
PO000590,001,2025-05-26,V007,ERP-I00017,FC_DONGTAN,216,160,2025-07-07,Partial,56,2025-07-28 02:00:00
PO000651,001,2025-05-26,V003,ERP-I00019,MFC_GANGNAM,120,117,2025-06-03,Partial,3,2025-06-10 02:00:00
PO000663,001,2025-05-26,V003,ERP-I00019,FC_DONGTAN,180,175,2025-06-03,Partial,5,2025-06-02 02:00:00
PO000701,001,2025-05-26,V003,ERP-I00020,FC_DONGTAN,168,166,2025-06-03,Partial,2,2025-06-03 02:00:00
PO000725,001,2025-05-26,V005,ERP-I00021,MFC_GANGNAM,156,153,2025-06-01,Partial,3,2025-05-31 02:00:00
PO000749,001,2025-05-26,V005,ERP-I00021,FC_INCHEON,168,165,2025-06-01,Partial,3,2025-05-31 02:00:00
PO000822,001,2025-05-26,V004,ERP-I00023,FC_INCHEON,180,159,2025-06-07,Closed,21,2025-06-07 02:00:00
PO000857,001,2025-05-26,V004,ERP-I00024,FC_INCHEON,138,118,2025-06-07,Partial,20,2025-06-06 02:00:00
PO000918,001,2025-05-26,V005,ERP-I00026,FC_DONGTAN,168,158,2025-06-01,Closed,10,2025-06-07 02:00:00
PO000953,001,2025-05-26,V004,ERP-I00027,FC_DONGTAN,324,309,2025-06-07,Closed,15,2025-06-10 02:00:00
PO001014,001,2025-05-26,V005,ERP-I00029,MFC_GANGNAM,66,62,2025-06-01,Closed,4,2025-06-01 02:00:00
PO001125,001,2025-05-26,V008,ERP-I00032,MFC_GANGNAM,150,137,2025-06-30,Closed,13,2025-07-09 02:00:00
PO001146,001,2025-05-26,V008,ERP-I00032,FC_INCHEON,168,151,2025-06-30,Closed,17,2025-07-16 02:00:00
PO001237,001,2025-05-26,V009,ERP-I00035,FC_DONGTAN,48,45,2025-06-19,Closed,3,2025-06-27 02:00:00
PO001249,001,2025-05-26,V009,ERP-I00035,FC_INCHEON,48,46,2025-06-19,Closed,2,2025-06-22 02:00:00
PO001357,001,2025-05-26,V009,ERP-I00038,FC_INCHEON,48,45,2025-06-19,Closed,3,2025-07-02 02:00:00
PO000030,001,2025-05-27,V006,ERP-I00001,FC_INCHEON,78,75,2025-06-24,Closed,3,2025-07-10 02:00:00
PO000066,001,2025-05-27,V002,ERP-I00002,FC_INCHEON,120,98,2025-06-06,Closed,22,2025-06-11 02:00:00
PO000079,001,2025-05-27,V002,ERP-I00003,MFC_GANGNAM,168,156,2025-06-06,Closed,12,2025-06-11 02:00:00
PO000114,001,2025-05-27,V006,ERP-I00004,MFC_GANGNAM,168,135,2025-06-24,Closed,33,2025-06-26 02:00:00
PO000126,001,2025-05-27,V006,ERP-I00004,FC_DONGTAN,252,237,2025-06-24,Partial,15,2025-07-01 02:00:00
PO000172,001,2025-05-27,V001,ERP-I00005,FC_INCHEON,192,191,2025-06-03,Partial,1,2025-06-03 02:00:00
PO000291,001,2025-05-27,V001,ERP-I00009,MFC_GANGNAM,216,204,2025-06-03,Closed,12,2025-06-03 02:00:00
PO000327,001,2025-05-27,V002,ERP-I00010,MFC_GANGNAM,216,177,2025-06-06,Closed,39,2025-06-06 02:00:00
PO000353,001,2025-05-27,V002,ERP-I00010,FC_INCHEON,240,207,2025-06-06,Closed,33,2025-06-05 02:00:00
PO000401,001,2025-05-27,V007,ERP-I00012,MFC_GANGNAM,168,135,2025-07-08,Partial,33,2025-07-08 02:00:00
PO000424,001,2025-05-27,V007,ERP-I00012,FC_INCHEON,168,139,2025-07-08,Partial,29,2025-07-29 02:00:00
PO000437,001,2025-05-27,V003,ERP-I00013,MFC_GANGNAM,102,95,2025-06-04,Closed,7,2025-06-03 02:00:00
PO000475,001,2025-05-27,V007,ERP-I00014,MFC_GANGNAM,72,0,2025-07-08,Cancelled,72,2025-05-28 00:00:00
PO000533,001,2025-05-27,V007,ERP-I00015,FC_INCHEON,216,163,2025-07-08,Closed,53,2025-08-07 02:00:00
PO000555,001,2025-05-27,V007,ERP-I00016,FC_DONGTAN,96,83,2025-07-08,Partial,13,2025-07-16 02:00:00
PO000613,001,2025-05-27,V003,ERP-I00018,MFC_GANGNAM,96,93,2025-06-04,Closed,3,2025-06-05 02:00:00
PO000869,001,2025-05-27,V004,ERP-I00025,MFC_GANGNAM,96,79,2025-06-08,Closed,17,2025-06-14 02:00:00
PO000880,001,2025-05-27,V004,ERP-I00025,FC_DONGTAN,120,112,2025-06-08,Closed,8,2025-06-07 02:00:00
PO000905,001,2025-05-27,V005,ERP-I00026,MFC_GANGNAM,96,95,2025-06-02,Closed,1,2025-06-04 02:00:00
PO000931,001,2025-05-27,V005,ERP-I00026,FC_INCHEON,120,114,2025-06-02,Closed,6,2025-06-01 02:00:00
PO000943,001,2025-05-27,V004,ERP-I00027,MFC_GANGNAM,168,155,2025-06-08,Partial,13,2025-06-08 02:00:00
PO000978,001,2025-05-27,V004,ERP-I00028,MFC_GANGNAM,156,145,2025-06-08,Closed,11,2025-06-07 02:00:00
PO001027,001,2025-05-27,V005,ERP-I00029,FC_DONGTAN,96,95,2025-06-02,Partial,1,2025-06-03 02:00:00
PO001065,001,2025-05-27,V004,ERP-I00030,FC_DONGTAN,120,116,2025-06-08,Closed,4,2025-06-09 02:00:00
PO001137,001,2025-05-27,V008,ERP-I00032,FC_DONGTAN,216,177,2025-07-01,Partial,39,2025-07-05 02:00:00
PO001171,001,2025-05-27,V009,ERP-I00033,FC_DONGTAN,66,64,2025-06-20,Closed,2,2025-06-26 02:00:00
PO001190,001,2025-05-27,V008,ERP-I00034,MFC_GANGNAM,120,100,2025-07-01,Partial,20,2025-07-11 02:00:00
PO001298,001,2025-05-27,V009,ERP-I00037,MFC_GANGNAM,66,62,2025-06-20,Closed,4,2025-06-30 02:00:00
PO001321,001,2025-05-27,V009,ERP-I00037,FC_INCHEON,72,70,2025-06-20,Partial,2,2025-06-20 02:00:00
PO001333,001,2025-05-27,V009,ERP-I00038,MFC_GANGNAM,42,40,2025-06-20,Closed,2,2025-07-08 02:00:00
PO001369,001,2025-05-27,V005,ERP-I00039,MFC_GANGNAM,66,64,2025-06-02,Closed,2,2025-06-03 02:00:00
PO001430,001,2025-05-27,V005,ERP-I00040,FC_INCHEON,72,69,2025-06-02,Partial,3,2025-06-02 02:00:00
PO000019,001,2025-05-28,V006,ERP-I00001,FC_DONGTAN,120,105,2025-06-25,Closed,15,2025-07-01 02:00:00
PO000091,001,2025-05-28,V002,ERP-I00003,FC_DONGTAN,288,263,2025-06-07,Partial,25,2025-06-10 02:00:00
PO000102,001,2025-05-28,V002,ERP-I00003,FC_INCHEON,210,197,2025-06-07,Closed,13,2025-06-06 02:00:00
PO000183,001,2025-05-28,V002,ERP-I00006,MFC_GANGNAM,180,164,2025-06-07,Closed,16,2025-06-11 02:00:00
PO000195,001,2025-05-28,V002,ERP-I00006,FC_DONGTAN,288,254,2025-06-07,Partial,34,2025-06-13 02:00:00
PO000218,001,2025-05-28,V001,ERP-I00007,MFC_GANGNAM,144,142,2025-06-04,Partial,2,2025-06-04 02:00:00
PO000230,001,2025-05-28,V001,ERP-I00007,FC_DONGTAN,288,271,2025-06-04,Partial,17,2025-06-05 02:00:00
PO000254,001,2025-05-28,V001,ERP-I00008,MFC_GANGNAM,192,180,2025-06-04,Partial,12,2025-06-06 02:00:00
PO000266,001,2025-05-28,V001,ERP-I00008,FC_DONGTAN,384,363,2025-06-04,Closed,21,2025-06-06 02:00:00
PO000317,001,2025-05-28,V001,ERP-I00009,FC_INCHEON,312,295,2025-06-04,Closed,17,2025-06-05 02:00:00
PO000340,001,2025-05-28,V002,ERP-I00010,FC_DONGTAN,390,305,2025-06-07,Closed,85,2025-06-09 02:00:00
PO000366,001,2025-05-28,V003,ERP-I00011,MFC_GANGNAM,42,39,2025-06-05,Closed,3,2025-06-13 02:00:00
PO000391,001,2025-05-28,V003,ERP-I00011,FC_INCHEON,54,52,2025-06-05,Closed,2,2025-06-07 02:00:00
PO000412,001,2025-05-28,V007,ERP-I00012,FC_DONGTAN,264,213,2025-07-09,Partial,51,2025-07-23 02:00:00
PO000450,001,2025-05-28,V003,ERP-I00013,FC_DONGTAN,150,148,2025-06-05,Closed,2,2025-06-06 02:00:00
PO000463,001,2025-05-28,V003,ERP-I00013,FC_INCHEON,120,120,2025-06-05,Closed,0,2025-06-08 02:00:00
PO000566,001,2025-05-28,V007,ERP-I00016,FC_INCHEON,72,57,2025-07-09,Closed,15,2025-07-26 02:00:00
PO000578,001,2025-05-28,V007,ERP-I00017,MFC_GANGNAM,96,75,2025-07-09,Partial,21,2025-08-02 02:00:00
PO000626,001,2025-05-28,V003,ERP-I00018,FC_DONGTAN,156,150,2025-06-05,Closed,6,2025-06-05 02:00:00
PO000639,001,2025-05-28,V003,ERP-I00018,FC_INCHEON,120,113,2025-06-05,Closed,7,2025-06-07 02:00:00
PO000675,001,2025-05-28,V003,ERP-I00019,FC_INCHEON,144,139,2025-06-05,Closed,5,2025-06-07 02:00:00
PO000688,001,2025-05-28,V003,ERP-I00020,MFC_GANGNAM,96,91,2025-06-05,Closed,5,2025-06-06 02:00:00
PO000712,001,2025-05-28,V003,ERP-I00020,FC_INCHEON,120,114,2025-06-05,Closed,6,2025-06-06 02:00:00
PO000737,001,2025-05-28,V005,ERP-I00021,FC_DONGTAN,270,260,2025-06-03,Partial,10,2025-06-03 02:00:00
PO000762,001,2025-05-28,V004,ERP-I00022,MFC_GANGNAM,96,76,2025-06-09,Closed,20,2025-06-15 02:00:00
PO000775,001,2025-05-28,V004,ERP-I00022,FC_DONGTAN,168,146,2025-06-09,Closed,22,2025-06-10 02:00:00
PO000788,001,2025-05-28,V004,ERP-I00022,FC_INCHEON,120,106,2025-06-09,Closed,14,2025-06-22 02:00:00
PO000833,001,2025-05-28,V004,ERP-I00024,MFC_GANGNAM,96,89,2025-06-09,Partial,7,2025-06-15 02:00:00
